review,sentiment
"un-bleeping-believable ! _meg_ryan_doesn't_even_look_her_usual_pert_lovable_self_in_this , _which_normally_makes_me_forgive_her_shallow_ticky_acting_schtick._hard_to_believe_she_was_the_producer_on_this_dog._plus_kevin_kline : _what_kind_of_suicide_trip_has_his_career_been_on ? _whoosh ... _banzai ! ! ! _finally_this_was_directed_by_the_guy_who_did_big_chill ? _must_be_a_replay_of_jonestown_-_hollywood_style._wooofff !",0
"i_loved_this_film_when_i_was_little._today_at_17_it_is_one_of_my_all_time_favorite_animated_films._beautiful_animation_and_appealing_characters_are_just_two_of_the_things_to_like_about_this_film._although_many_people_might_not_enjoy_some_of_the_songs , _most_of_them_are_well-done_and_go_along_with_the_story._it_focuses_on_charlie , _a_roguish_handsome_german_shepard_who_may_seem_unlikable_to_some_at_first ... _but_eventually_will_win_you_over. < br_/ > < br_/ > not_a_kiddie_film_by_any_means._often_very_dark_and_frightening_at_times._a_treat_for_don_bluth_fans_and_animation_buffs._but_do_keep_a_tissue_in_handy._adgth_never_fails_to_make_me_cry_and_will_do_the_same_for_those_who_are_movie_sensitive._arguably_one_of_the_greatest_non-disney_animated_films_of_all_time._along_with_watership_down_and_my_neighbor_totoro. < br_/ > < br_/ > bottom_line : _a_heavenly_masterpiece .",1
"i_saw_the_film_at_the_nashville_film_festival._it_was_beautifully_done , _from_cinematography_to_the_acting._it's_the_story_of_a_father_and_son , _and_how_they_come_to_appreciate_each_other_during_a_family_crisis._beautifully_written_with_dialog_that_never_rings_false , _the_film_showcases_the_acting_talents_of_paul_reiser_and_peter_falk , _among_others_in_this_outstanding_cast._the_film_begins_with_the_aging_father_ ( peter_falk ) is_trying_to_figure_out_why_his_wife_ ( olympia_dukakis ) _has_left_him._the_father_presents_himself , _unannounced , _on_the_doorstep_of_his_son_and_daughter-in-law._the_father_and_son_take_off_the_next_day_to_look_at_some_property_and_end_up_taking_a_classic_road_trip._they_fish , _play_pool , _watch_a_baseball_game , _get_drunk , _get_involved_in_a_barroom_brawl , _and_dance_with_strange_women._but_more_important , _they_each_confront_the_unspoken_tensions_that_can_affect_any_family._it's_the_kind_of_film_that_touches_the_heart_and_makes_one_appreciate_those_who_are_closest_to_them .",1
"bad_acting , _bad_lighting , _bad_plot ! ! _this_had_the_quality_of_a_porno_movie._i_have_seen_more_interesting_home_video_of_a_boring_wedding_than_this_movie ... it_sucked_big_time ! ! _don't_waste_your_time_or_money_on_this_crap ! _it's_amazing_that_they_allow_this_kind_of_smut_to_even_be_released_on_video , _it_should_be_a_crime ! !",0
"this_was_not_a_well_done_western._you've_got_this_nut_riding_around_in_the_blazing_sun_in_a_buggy_with_a_parasol_over_it , _killing_people_for_his_own_reasons._you've_got_this_same_person_sitting_in_a_snow_cave_during_a_blizzard , _cutting_off_pieces_of_his_anatomy_which_have_been_frostbitten._then_you've_got_some_woman_in_a_house_out_in_the_middle_of_somewhere_shooting_wolves_that_are_not_there._what_is_the_point_of_this_film ? _couldn't_bruce_dern_find_something_better_to_do ? _this_was_a_waste_of_film .",0
"the_worst_movie_i_have_seen_in_a_while._yeah_its_fun_to_fantasize , _but_if_that_is_what_you_are_looking_for , _i_suggest_you_see_brewsters_millions._this_was_just_terrible_and_corny_and_terrible_at_being_corny._unless_you_are_five_or_like_terrible_movies , _don't_see_this_one .",0
"this_show_has_a_few_clichés_and_a_few_over_the_top , _dawson's_creek-like_moments_ ( a_16-year-old_talking_about_way_back_when_life_made_sense ? ) , _but_overall_it_seems_like_a_decent_show._most_of_the_characters_seem_very_real , _and_the_story_seemed_to_move_along_well_in_the_pilot_-_ending_with_a_good_lesson_in_the_end._i_just_hope_every_episode_doesn't_turn_out_to_be_life-altering_like_the_first , _that_would_just_be_too_much_drama_for_this_vehicle._jeremy_sumpter_does_an_excellent_job_as_a_teenager_with_a_passion_for_baseball , _i_believe_a_lot_of_us_could_relate_to_his_awe_and_sometimes_tunnel_vision_for_the_team_that_he_always_wanted_to_a_part_of .",1
"redundant , _but_again_the_case._if_you_enjoy_the_former_snl_comedian_and_his_antics_ ( in_this_case , _schneider ) , _then_you_should_go._basic_comedy .man's_life_is_saved_by_having_various_animal_organs_transplanted_into_him._unfortunately , _he_takes_on_each_animal's_characteristics._former_survivor_colleen_looks_pretty_good_here , _now_that_she_doesn't_have_open_sores_on_her_legs , _and_a_little_makeup_on_her_face ! _d",0
"even_though_i_have_great_interest_in_biblical_movies , _i_was_bored_to_death_every_minute_of_the_movie._everything_is_bad._the_movie_is_too_long , _the_acting_is_most_of_the_time_a_joke_and_the_script_is_horrible._i_did_not_get_the_point_in_mixing_the_story_about_abraham_and_noah_together._so_if_you_value_your_time_and_sanity_stay_away_from_this_horror .",0
"i_agree_with_all_the_strenghts_mentioned_in_the_other_reviews_but_there_are_some_beats_missing_here_that_keep_it_firmly_inside_the_genre_of_crime_drama_or_film_noir_and_limit_it_from_being_a_great_drama_beyond_the_limits_of_the_ '' element '' _that_make_up_film_noir -- not_to_say_that_the_great_film_noirs_aren't/can't/shouldn't_be_also_great_dramas , _but_this_one_isn't. < br_/ > < br_/ > one_other_note_the_music_in_the_film_is_used_sparingly_but_i_would_say_is_used_to_accentuate_the_action_more_frequently_than_the_wife_elements. < br_/ > < br_/ > great_set_up_to_this_film_by_the_way_with_an_abrupt_sort_of_non_ending_ending_that_is_either_just_right_or_a_let_down_depends. < br_/ > < br_/ > spoilers_follow_as_to_some_specifics. < br_/ > < br_/ > the_big_turn_in_the_story_involves_the_children_seeing_their_mother_die , _or_it_should_be_the_big_moment._but_the_children_are_never_shown_to_react_one_way_or_the_other._neither_cries , _neither_asks_their_father_what_happened , _the_kids_are_good_actors_and_the_reactions_of_the_father_are_i_suppose_what_matters_but_this_is_a_big_misstep._this_is_the_heart_of_the_story_and_the_kids_are_kept_mostly_blank_in_their_reaction._they_really_just_have_none , _in_the_next_scene_they_look_as_if_nothing_happened. < br_/ > < br_/ > in_like_fashion_there_is_a_bond_that_forms_between_belmondo_and_ventura's_characters._belmondo_says_he_knew_the_partner_who_was_killed -- but_this_is_never_explained_and_has_no_impact_dramatically_on_belmondo_or_anyone_else._the_belmondo_romantic_subplot_also_strains_credibility_though_it's_convincingly_acted._ventura's_character_just_lets_belmondo_involve_a_total_stranger_in_their_escape_plan_for_no_reason._he_doesn't_even_comment_or_seem_to_notice._another_gap. < br_/ > < br_/ > the_ending_to_the_movie , _and_i_won't_spoil_it , _the_ending_happens_off_screen_with_a_perfunctory_voice_over_to_tell_you_what_happened._i_guess_this_tries_to_make_it_feel_more_true_to_life , _but_again_like_these_other_missteps_leaves_drama_off_screen. < br_/ > < br_/ > what's_the_point_of_not_dealing_with_these_issues ? _i_don't_know , _other_than_maybe_the_goals_of_the_film_were_limited_to_giving_the_audience_what_it_wants_from_a_crime_melodrama -- suggest_some_deeper_elements , _then_move_on_to_ignore_them. < br_/ > < br_/ > too_bad_there_is_much_to_recommend_this_film , _ventura_is_very_very_good , _but_too_bad_it_could_have_been_a_great_drama_as_well_as_a_crime_story -- as_with_imdb_favorite_movie_of_all_time_the_godfather._this_film_had_potential._would_make_for_a_good_remake_though_if_done_in_the_u.s._more_problems_would_probably_sink_the_film , _but_in_the_hands_of_the_right_director_this_would_be_a_good_remake , though_it's_doubtful_ventura's_performance_could_be_topped. < br_/ > < br_/ > so_worth_seeing_but_frustrating_as_a_whole",1
"when_i_was_six_yo , _i_learned_about_a_series_called_ '' los_campeones '' , _and_even_if_i_was_just_a_kid_i_did_everything_i_need_to_convince_my_parents_to_let_me_watch_ '' the_champions '' _and_ '' the_avengers '' _once_every_week._i_think_that_was_the_golden_age_of_english_series ... _ ( i_already_own_the_complete_cycle_of_ '' the_prisoner '' ! ) _but_lasted_also_a_few_years_later_with_ '' the_tomorrow_people '' , _ '' the_worst_witch '' _ ( i_just_me , _or_this_is_ '' harry_potter '' _in_girl , _of_course , _before_as_much_as_i_want_ '' the_campions '' _to_be_in_zone_1_or_zone_4 , _i'm_also_waiting_for_ '' dr._who '' _ ( pack_the_whole_series_in_a_set_of , _uhm , _maybe_300_dvd 's , _please , _i_couldn't_expend_more_for_it , _8 ) , _ '' people_of_tomorrow '' , _and_several_other_'low_budget ' , _but_great_stories_to_be_available_within_my_reached_zones._i_speak_and_understand_english , _but_not_all_my_relatives_do , _including_my_parents , _whom_introduced_me_into_these_great_stories ... _i_hope_someday , _someone_could_feel_the_attraction_of_these_series_and_then_could_sell_them_as_i_originally_view_them ... _dubbed_or_subtitled , _but_in_the_same_format_i_saw_them._remember , _zone_1_or_4_are_ok_with_my_tv_set !",1
"there_are_many , _many_older_movies_that_deserve_to_be_transferred_to_the_dvd_format._this_is_surely_one_of_them._an_anthony_quinn_triumph ! _scores_of_movies_portray_the_victims_of_nazi_atrocities_before_and_during_the_war , _but , _i_don't_think_any_of_them_have_delved_into_the_psyche_of_the_victim_and_predator_as_well_as_this_this_one_has._anthony_quinn_was_truly_a_man_for_all_seasons._he_had_the_ability_to_portray_the_humblest_of_creatures_devoid_of_any_human_vises_to_a_creature_of_extreme_animalism_and_pull_it_off_as_believable_to_the_audiences_who_watched_with_no_afterthought_of_what_they_had_just_witnessed ! _truly_one_of_our_greatest_artists._he_is_missed .",1
"about_5_minutes_into_the_movie_you're_thrown_into_this_brutally_tepid_cat_and_mouse_romance_between_the_two_main_characters_and_it_just_gets_worse_from_there._the_biggest_problem_is_the_characters_and_how_completely_unbelievable_they_are._this_is_what_50_year_old_producers_and_out-of-touch_hollywood_script_writers_think_stoner_life_is_like , _as_if_they_gave_the_cast_of_friends_some_pot._bland , _dull , _annoying_and_completely_unrealistic._i_despise_this_movie .",0
"this_is_a_worthless_sequel_to_a_great_action_movie._cheap_looking , _and_worst_of_all , _boring_action_scenes ! _the_only_decent_thing_about_the_movie_is_the_last_fight_sequence._only_82_minutes , _but_it_feels_like_it_goes_on_forever ! _even_die-hard_van_damme_fans ( like_myself ) _should_avoid_this_one !",0
"coc_had_its_moments._i_enjoyed_the_action_sequences , _but_i_despised_the_screenplay_and_plot._i_hate_this_film_so_much , _i'll_just_write_about_the_dumbest_part._first_of_all , _the_plot_would_never_happen._second , _the_bleakness_of_the_chinese_president_was_uncalled_for._that_would_never_happen._finally , _the_dialogue._employing_non-chinese_actors_to_play_chinese_roles_is_understandable , _but_to_write_dialogue_for_them_that's_totally_off_is_dumb ! _for_those_of_you_who_understood_the_chinese_in_the_film , _you_know_what_i_mean .",0
"as_an_amateur_historian_of_ww2/nazi_germany , _i_couldn't_wait_for_this_to_come_out_on_dvd._i_missed_it_when_it_was_first_on_in_2003._i_don't_want_to_repeat_what's_already_been_said_in_the_previous_8_pages_of_comments_about_the_historical_inaccuracies._a_better_job_could've_been_done_portraying_the_ '' charming '' _hitler._i_also_had_a_small_problem_with_some_of_the_casting_choices , _not_so_much_for_their_acting , _but_for_their_appearances._peter_stormare_doesn't_look_much_like_rohm , _why_didn't_they_make_babson_as_hess_wear_a_wig ? _and_my_biggest_complaint .. so_much_has_always_been_made_of_hitler's_striking_blue_eyes , _why_didn't_they_make_carlyle_wear_blue_contacts ? _on_the_plus_side , _i_thought_the_actors_who_played_goring_and_drexler_looked_pretty_good._again , _as_long_as_people_watching_this_understand_that_this_is_supposed_to_be_entertainment_1st , _history_2nd_i_don't_think_a_lot_of_harm_will_be_done .",1
"i'll_say_it_again ... _one_of_the_worst_films_ever_made_and_it_was_made_by_the_director_that_made_one_of_my_most , _favorite_films_-_ '' excalibur '' ._i_was_floored_to_see_it_got_a_grade_of_over_six._this_movie_sucks._it_looked_terrible._it_looked_like_it_was_shot_in_18_days_and_boorman_must've_been_sleeping_when_he_directed_this._arquette_didn't_do_anything._just_plain_terrible , _rotten , _unbearable_and_probably_the_only_blemish_in_boorman's_celebrated_career. < br_/ > < br_/ > / ! ! ! ! !",0
"in_april_of_1965 , _cbs_broadcast_the_first_of_barbra_streisand's_monumental_television_specials._the_show_was_not_only_a_runaway_ratings_success , _but_garnered_5_emmy_awards_as_well._this_is_one_of_the_most_memorable_moments_of_1960's_television_and_ ( unfortunately ) _the_kind_of_television_special_they_don't_produce_anymore._filled_with_wonderful_songs_and_a_spectacular_performance_by_barbra , _this_special_is_a_must_view_for_any_streisand_fan_and_anyone_interested_in_early_television .",1
"this_movie_has_a_look_and_feel_of_many_ '' fresh '' _directors_ ( closeups_and_focus_on_the_emotions_being_experienced_by_the_actors ) ._the_point_of_the_film_was_presented_from_many_angles_and_expressed_well_by_the_relatively_inexperienced_cast._the_point_being_ '' have_faith_in_jesus_christ_and_the_morman_church '' _oh , _and_if_you_read_or_hear_anything_contrary_to_the_teachings_of_the_prophet , _it_is_just_haterade._ ( fuel_for_hatred )",0
"a_remarkable_documentary_about_the_landmark_achievements_of_the_women_lawyers_association_ ( wla ) _of_kumba , _in_southwest_cameroon , _in_legally_safeguarding_the_rights_of_women_and_children_from_acts_of_domestic_violence._in_this_muslim_culture , _where_men_have_always_been_sovereign_over_women , _according_to_sharia_law , _one_can_well_imagine_the_difficulty_of_imposing_secular_legal_rights_for_women_and_children._after_17_years_of_failed_efforts , _leaders_of_the_wla_began_recently_to_score_a_few_wins , _and_the_purpose_of_this_film_is_to_share_these_victorious_stories. < br_/ > < br_/ > the_leaders_of_this_legal_reform_movement_are_vera_ngassa , _a_state_prosecutor , _and_beatrice_ntuba , _a_senior_judge_ ( court_president ) ._both_play_themselves_in_this_film , _which_may_contain_footage_shot_spontaneously , _though_i_imagine_much_of_it , _if_not_all , _consists_of_subsequent_recreations_of_real_events_for_the_camera._four_cases_are_reviewed , _and_all_of_the_plaintiffs_also_play_themselves_in_the_film. < br_/ > < br_/ > two_cases_involve_repeated_wife_beating , _with_forcible_sex_in_one_case ; _another_involves_forced_sex_upon_a_10_year_old_girl ; _and_yet_another_concerns_the_repeated_beatings_of_a_child , _age_8 , _by_an_aunt._one_of_the_beaten_wives_also_is_seeking_a_divorce._we_follow_the_cases_from_the_investigation_of_complaints_to_the_outcomes_of_the_trials._the_outcomes_in_each_case_are_favorable_to_the_women_and_children._the_perpetrators_receive_stiff_prison_terms_and/or_fines ; _the_divorce_is_granted. < br_/ > < br_/ > the_aggressive_prosecution_of_the_child_beating_aunt_demonstrates_that_these_female_criminal_justice_officials_are_indeed_gender-neutral_when_it_comes_to_enforcing_the_law._also_noteworthy_is_the_respect_with_which_all_parties , _including_those_found_guilty , _are_treated._this_is_a_highly_important_and_well_made_film._ ( of_interest_is_the_fact_that_one_of_the_directors , _ms._longinotto , _also_co-directed_the_1998_film , _divorce , _iranian_style , _which_dealt_with_related_themes_in_tehran . ) _ ( in_broken_english_with_english_subtitles ) ._my_grade : _b+_8/",1
the_turgid_pace_of_this_movie_numbs_us_to_any_shocks_that_it_might_provide._there_was_no_real_suspense._most_of_the_characters_were_insipid._the_chesty_irish_priest_was_as_lame_as_the_love_interest._interest_is_misleading._the_girl_that_they_chose_to_provide_the_film's_sensuality_might_be_better._the_central_conflict_of_the_main_character_was_uninvolving._this_film_is_entirely_devoid_of_positives._it_is_like_a_tedious_exercise_by_someone_who_didn't_want_to_go_to_the_gym_that_day_but_did_anyway .,0
"damn , _i_thought_i'd_seen_some_bad_westerns._can't_top_this_one_though._hell_i_think_i'd_rather_have_my_eyes_stapled_open_for_a_trinity_triple_feature_for_cryin_out_loud._i_dont_think_i'll_be_able_to_watch_ben_hur_again_without_laughing_my_ass_off._just_really_bad. < br_/ > < br_/ > but_hey , _if_you_like_stupid_westerns_with_acknowledged_stars_in_the_thing_take_a_peek_at_shoot_out_with_gregory_peck._it's_just_as_bad , _but_much_funnier._1/",0
"simply_put , _this_is_the_best_movie_to_come_out_of_michigan_since ... _well , _ever ! _evil_dead_eat_your_heart_out , _hatred_of_a_minute_was_some_of_the_oddest , _and_best_cinema_to_be_seen_by_this_reviewer_in_a_long_time._i_recommend_this_movie_to_anyone_who_is_in_need_of_a_head_trip , _or_a_good_case_of_the_willies !",1
"this_movie_could_have_been_oh_so_much_better._it_is_a_beautiful_story_set_in_very_trying_times , _and_yet_it_was_so_poorly_executed._the_leading_actors_have_in_the_past_done_excellent_jobs , _and_for_the_most_part_they_do_an_adequate_job_in_this_film._although_at_times_their_dialogue_seems_stilted_and_forced._the_directing_could_have_been_more_concise._the_bulk_of_the_criticism_should_go_to_the_writers , _who_took_a_good_story_and_made_it_tedious._in_short , _there_are_thousands_of_much_better_ways_to_spend_2_hours .",0
"i_was_fortunate_enough_to_catch_a_midnight_screening_of_this_movie_tonight._i_must_say , _i_was_expecting_a_horribly_cheap_movie_with_bad_acting_and_a_mediocre_plot._i_was_completely_mistaken._this_movie_was_not_only_incredibly_entertaining , _but_everything_about_it_i_simply_loved._bruce_campbell_was_as_amazing_as_ever._the_biggest_surprise_was_none_other_than_ted_raimi , _you_know , _sam's_little_brother._he_played_the_mad_doctor's_henchman_to_the_greatest_extent._somewhere_between_physical_comedy_and_clever_dialogue , _he_did_nothing_but_shine._but_i_really_cannot_ignore_the_magic_that_is_bruce_campbell._though_i_did_think_that_ted_raimi_stole_the_show , _bruce_did_what_he_does_best_on_the_big_screen._somewhere_between_the_sketchy_nasty_american_business_man_and_the_tragic_victim , _he_displayed_the_same_energy_that_he_has_always_shown_to_be_incredibly_attractive_to_audiences._the_movie_itself_was_often_interrupted_by_applause_from_the_viewers._the_crowd_was_definitely_excited_with_each_little_turn_that_the_movie_took. < br_/ > < br_/ > this_movie_may_not_be_oscar_material , _but_my_goodness , _it_was_amazing._i_would_highly_recommend_this_to_any_bruce_campbell_fan._also , _anybody_that_likes_campy_sci-fi_movies , _do_yourself_a_favor_and_watch_this._can't_wait_till_this_makes_it_out_to_dvd. < br_/ > < br_/ > take_it_as_you_want_to .... < br_/ > < br_/ > -_the_fed",1
"the_earlier_part_of_the_film_was_rather_enjoyable_but_towards_the_end_it_became_trite._although_turturro_is_an_actor_i_generally_like , _his_luzhin_often_resembled_a_bad_rain_man_impression_and_the_portrayal_of_the_genius_as_a_semi-autistic_man_was_annoying._overall_it_seems_as_if_this_film_is_trying_to_hard_and_ends_up_looking_pompous_in_spite_of_mostly_fine_performances .",0
"don't_ask_me_why_i_love_this_movie_so_much ... maybe_it_came_at_a_time_in_my_life_i_desperately_wanted_to_fit_in , _maybe_it_is_the_amazing_monster_effects , _maybe_because_i_enjoyed_the_novel_ '' cabal '' , _but_it's_probably_because_i_love_clive_barker._i_think_it's_fair_to_warn_you_the_movie_and_the_novel_have_no_true_resolve_and_like_me_you'll_probably_have_a_wtf_moment_at_the_end._at_least_two_sequels_were_planned_but_never_came_about_due_to_the_fact_the_movie_flopped_for_a_few_reasons._the_studio_made_drastic_cuts_to_the_film_cutting_a_good_30_or_so_minutes_out_of_it_and_they_did_a_horrible_job_promoting_it._the_adverts_made_it_look_like_just_another_cheap_slasher_showing_mainly_the_ '' button_face/mask '' _decker_character._this_is_a_movie_about_the_monsters ! _about_fantasy ! _about_a_place_called_midian ! _it's_a_story_where_the_monsters_are_the_good_guys._there_is_truly_nothing_else_out_there_like_it ! _it's_not_a_movie_for_everybody_i_suppose_but_it_stands_as_one_of_clive's_many_great_works._sit_back_and_be_prepared_to_be_taken_to_midian_-_where_the_monsters_are .",1
"ludicrous_violations_of_the_most_basic_security_regs_are_only_the_beginning._it's_hard_to_see_how_they_achieved_such_abysmal_trash_on_such_a_low_budget._i_turned_it_off_once , _then_got_curious_to_see_if_it_could_get_any_worse._it_did .",0
"`` the_last_american_virgin '' , _along_with_ '' fast_times_at_ridgemont_high '' _is_one_the_last_great_teen_films_ever_made._it_is_tender_tale_of_envy_and_unrequited_love_set_in_the_early_eighties._much-maligned_by_critics_that_it_was_a_sophomoric , _banal_attempt_to_recreate_the_magic_of_ '' fast_times_at_ridgemont_high '' , _these_same_critics_fail_to_recognize_that_the_two_films_were_actually_filmed_concurrently_during_late_1981 , _and_released_at_only_slight_intervals_from_one_another._either_way , _the_studios_would_never_allow_such_a_bold_and_uncompromising_portrayal_of_the_issues_many_male_teenagers_are_confronted_with_as_they_reach_their_sexual_maturity._especially_considering_the_heart-wrenching_discovery_the_protagonist , _gary_is_confronted_with_in_the_end._american_pie_this_is_not._the_story_revolves_around_a_trio_of_male_teenagers , _and_their_mostly_unsuccessful_sexual_pursuits._gary_is_the_least_successful_of_the_group , _hence_the_tagline_last_american_virgin._secretly , _gary_lusts_after_karen , _who_is_involved_with_rick , _his_best_friend._rick_and_karen_begin_having_sex , _and_karen_gets_pregnant , _only_to_be_dumped_by_rick , _who_is_not_interested_in_the_obvious_responsibility_which_lies_before_him._gary_glides_into_help_karen , _which_leads_to_the_aforementioned , _unexpected_conclusion._overall_as_a_film , _i_find_it_was_very_successful_as_a_comedy , _as_a_commentary_on_the_sexual_dilemmas_of_young_men , _and_a_remarkable_coming_of_age_tale_dealing_with_issues_such_as_envy , _unrequited_love_and_abortion , _which_are_just_as_pertinent_today_as_they_were_over_twenty_years_ago._also , _it_has_one_of_the_rockingest_soundtracks_ever_made ! ! !",1
"as_a_former_tv_editor , _i_can_say_this_is_as_authentic_as_it_gets._it_even_led_to_letterman's_producer_ ( thought_to_be_a_source ) _resigning_ ( eventually ) _in_real_life._letterman_was_outraged_ ( ok , _so_one_goofy_thing_is_it_has_him_throwing_softballs_at_a_tire_swing_on_his_estate ; _total_fabrication ) _but_the_main_information_is_hilariously_true , _from_the_silly_bidding_war_for_letterman_once_he_decided_to_leave_nbc_to_leno's_problems_with_an_agent_who_was_not_ready_for_big_time , _but_who_he_let_run_the_show_ ( almost_to_a_disastrous_exit ) _out_of_his_famed_loyalty._if_any_of_you_kids_don't_grasp_the_idea_of_why_letterman_is_jealous_to_this_day , _see_this_tape .",1
"faithful_to_the_work_of_pearl_s._buck_whose_years_spent_in_china_as_a_child_of_missionary_parents_that_provided_her_with_deep_insights_into_the_chinese_culture_and_its_philosophy , _this_film_adaptation_is_brilliantly_done , _both_in_technically_artistry_and_acting. < br_/ > < br_/ > wang_lung_is_a_humble_farmer_grateful_for_the_basics_of_life : _to_survive_off_of_his_land_and_to_be_newly_wed_to_olan , _a_servant_to_a_rich_and_powerful_family_in_the_village_area._despite_wang_lung_and_olan's_best_efforts_to_farm_the_land , _raise_kids , _and_build_savings_and_wealth , _a_famine_threatens_to_wipe_out_everything_they_have_worked_for._choosing_not_to_sell_their_land , _a_traditional_asian_belief , _they_instead_journey_to_a_major_city_to_wait_out_the_famine._while_in_the_city , _they_are_reduced_to_begging_and_being_just_one_of_hundreds_of_other_unfortunate_homeless_families._although_not_a_looter , _olan_gets_caught_up_in_a_mob_looting_at_a_rich_man's_house._she's_summarily_rounded_up_for_execution_by_the_army , _but_is_saved_at_the_last_minute._her_good_fortune , _however , _is_that_she_found_valuable_jewels_at_the_looting_site_that_affords_her_and_her_family_the_opportunity_to_return_to_their_farm_to_start_over_again._the_newly_found_wealth_transforms_wang_lung._he_becomes_selfish , _self-centered_and_takes_credit_for_the_find._he_becomes_a_very_rich_farmer_but_that_only_makes_matters_worse_as_he_increasingly_becomes_more_unappreciative , _arrogant_and_difficult_to_reason_with._he_loses_touch_with_the_basic_things_in_life_that_money_can't_buy : _loyalty , _commitment , _trust , _fairness_and_honesty._as_punishment , _nature_once_again_turns_the_table_on_wang_lung_by_sending_a_plague_of_locust_to_destroy_everything_he_has._brought_to_his_knees , _wang_lung_enlists_the_aid_of_all_friends , _former_friends , _workers , _and_family._with_all_that_help , _he_succeeds_in_saving_the_farm._from_that_experience , _he_once_again_returns_to_humbleness_and_an_appreciation_for_the_basics_in_life .",1
"this_movie_has_some_of_the_best_dialogue_ever_written._the_really_good_lines_are_all_given_to_george_c._scott , _a_man_who_knew_what_to_do_with_a_juicy_piece_of_dialogue._i_just_saw_this_movie_again , _for_the_first_time_in_20+_years , _and_the_dialogue_is_as_good_as_ever._the_bizarre_goings-on_at_the_hospital_are_so_imaginative_as_to_dazzle_you._they_frequently_involve_such_marvelous_poetic_justice_as_to_be_near_strokes_of_genius._i_love_this_movie ! !",1
"`` fox '' _is_a_serious_look_at_the_consequences_of_growing_up_too_fast_in_the_1980s._and_unlike_the_teen_sex_comedies_that_overshadowed_it_ ( porky 's , _fast_times_at_ridgement_high ) , _the_movie_holds_up_well_against_time. < br_/ > < br_/ > its_theme_of_teen_angst_is_as_relevant_today_as_it_was_25_years_ago_and_jodie_foster_and_sk8er_boi_scott_baio_ ( remember_him ? ) _lead_a_fine_young_cast_that's_well_worth_watching. < br_/ > < br_/ > the_film_follows_four_southern_california_girls_as_they_move_through_a_rootless_existence_of_sex_and_drugs_and_devoid_of_parents._the_teens_spend_their_days_in_and_out_of_school_and_their_nights_at_parties , _concerts , _or_out_on_the_street._seldom_are_they_home_because_instant_gratification_is_a_pill , _party , _or_boy_away. < br_/ > < br_/ > but_rather_than_condemning_them , _the_film_is_sympathetic , _blaming_absent , _uncaring_adults_for_forcing_the_teens_to_grow_up_alone._and_the_charismatic_cast_is_impossible_to_dislike. < br_/ > < br_/ > the_film's_opening__a_long_and_loving_pan_-_sets_the_tone_for_what_follows._we_see_the_girls_asleep_at_daybreak_amid_the_objects_that_define_teen_girlhood , _from_twinkies_to_a_picture_of_a_young_john_travola , _while_donna_summer's_ '' on_the_radio '' _is_scored_beneath. < br_/ > < br_/ > from_there_the_movie_picks_up_speed_as_the_girls_head_off_to_school_and_to_life._annie_ ( runaway_rocker_cherie_currie ) _is_the_wild_child_who_lives_for_the_next_party_or_pill._deirdre_ ( kandice_stroh ) _is_the_boy_crazy_drama_queen._madge_ ( marlilyn_stroh ) _is_the_shy_girl_in_over_her_head._and_foster_is_the_one_with_the_plan._it's_her_job_to_keep_this_crew_together_long_enough_to_finish_high_school_while_also_holding_her_divorced_and_desperate_man_hunting_mother_in_line_ ( sally_kellerman ) . < br_/ > < br_/ > it's_an_almost_impossible_job_and_one_that_foster_ultimately_fails_at. < br_/ > < br_/ > despite_its_age , _ '' fox '' _remains_a_pleasure_to_watch._dated_hair , _clothes , _and_references_to_olympic_skater_dorothy_hamill_haven't_hurt_the_movie. < br_/ > < br_/ > the_cinematography_is_simply_stunning , _with_breathtaking_filtered_shots_of_the_l.a._basin_at_dawn , _dusk_and_at_night._giorgio_moroder_adds_a_80s_soundtrack_featuring_the_likes_of_donna_summer_and_janis_ian. < br_/ > < br_/ > perhaps_the_movie's_biggest_disappointment_is_that_the_young_stars_around_foster_never_broke_out_like_the_casts_of_ '' st._elmo's_fire '' _ ( ) _or_ '' empire_records '' _ ( ) ._ '' fox '' _shows_why_they_should_have._but_perhaps_like_bowling_for_soup's_song_ '' , '' _they_just_hit_a_wall .",1
"spanish_horrors_are_not_bad_at_all , _some_are_smart_with_interesting_stories , _but_is_not_the_case_of_ '' second_name '' ._it_is_badly_directed , _badly_acted_and_boring ... boring ... boring , _a_missed_chance_for_an_interesting_story .",0
"gwyneth_paltrow_is_absolutely_great_in_this_movie , _but_the_story_is , _unfortunately , _half-baked , _and_david_schwimmer's_energy_is_sort_of_like_cold_mush._when_he_closes_his_mouth_and_gets_serious_for_a_moment_or_two_there_is_a_rush_of_what-might-have-been._who_thought_25-year-old_kiddies_would_be_entertaining ?",0
